Statistic,Year,Area of Residence,Age Group of Mother,UNIT,VALUE
Births,2008,Waterford County,45 years and over,Number,4
Births,2008,Waterford County,Age not stated,Number,1
Births,2008,Waterford County,All ages,Number,1060
Births,2008,Dungarvan Town,Under 20 years,Number,11
Births,2008,Dungarvan Town,20 - 24 years,Number,32
Births,2008,Dungarvan Town,25 - 29 years,Number,65
Births,2008,Dungarvan Town,30 - 34 years,Number,78
Births,2008,Dungarvan Town,35 - 39 years,Number,46
Births,2008,Dungarvan Town,40 - 44 years,Number,11
Births,2008,Dungarvan Town,45 years and over,Number,1
Births,2008,Dungarvan Town,Age not stated,Number,
Births,2008,Dungarvan Town,All ages,Number,244
Births,2008,Lismore,Under 20 years,Number,
Births,2008,Lismore,20 - 24 years,Number,
Births,2008,Lismore,25 - 29 years,Number,
Births,2008,Lismore,30 - 34 years,Number,
Births,2008,Lismore,35 - 39 years,Number,
Births,2008,Lismore,40 - 44 years,Number,
Births,2008,Lismore,45 years and over,Number,
Births,2008,Lismore,Age not stated,Number,
Births,2008,Lismore,All ages,Number,
Births,2008,Tramore,Under 20 years,Number,
Births,2008,Tramore,20 - 24 years,Number,
Births,2008,Tramore,25 - 29 years,Number,
Births,2008,Tramore,30 - 34 years,Number,
Births,2008,Tramore,35 - 39 years,Number,
Births,2008,Tramore,40 - 44 years,Number,
Births,2008,Tramore,45 years and over,Number,
Births,2008,Tramore,Age not stated,Number,
Births,2008,Tramore,All ages,Number,
Births,2008,Rest of Waterford,Under 20 years,Number,16
Births,2008,Rest of Waterford,20 - 24 years,Number,76
Births,2008,Rest of Waterford,25 - 29 years,Number,182
Births,2008,Rest of Waterford,30 - 34 years,Number,324
Births,2008,Rest of Waterford,35 - 39 years,Number,183
Births,2008,Rest of Waterford,40 - 44 years,Number,31
Births,2008,Rest of Waterford,45 years and over,Number,3
Births,2008,Rest of Waterford,Age not stated,Number,1
Births,2008,Rest of Waterford,All ages,Number,816
Births,2008,Waterford City,Under 20 years,Number,44
Births,2008,Waterford City,20 - 24 years,Number,176
Births,2008,Waterford City,25 - 29 years,Number,236
Births,2008,Waterford City,30 - 34 years,Number,270
Births,2008,Waterford City,35 - 39 years,Number,140
Births,2008,Waterford City,40 - 44 years,Number,28
Births,2008,Waterford City,45 years and over,Number,
Births,2008,Waterford City,Age not stated,Number,
Births,2008,Waterford City,All ages,Number,894
Births,2008,Clare,Under 20 years,Number,54
Births,2008,Clare,20 - 24 years,Number,203
Births,2008,Clare,25 - 29 years,Number,396
Births,2008,Clare,30 - 34 years,Number,641
Births,2008,Clare,35 - 39 years,Number,467
Births,2008,Clare,40 - 44 years,Number,78
Births,2008,Clare,45 years and over,Number,2
Births,2008,Clare,Age not stated,Number,
Births,2008,Clare,All ages,Number,1841
Births,2008,Ennis Town,Under 20 years,Number,26
Births,2008,Ennis Town,20 - 24 years,Number,67
Births,2008,Ennis Town,25 - 29 years,Number,136
Births,2008,Ennis Town,30 - 34 years,Number,213
Births,2008,Ennis Town,35 - 39 years,Number,140
Births,2008,Ennis Town,40 - 44 years,Number,26
Births,2008,Ennis Town,45 years and over,Number,1
Births,2008,Ennis Town,Age not stated,Number,
Births,2008,Ennis Town,All ages,Number,609
Births,2008,Kilrush Town,Under 20 years,Number,4
Births,2008,Kilrush Town,20 - 24 years,Number,13
Births,2008,Kilrush Town,25 - 29 years,Number,24
Births,2008,Kilrush Town,30 - 34 years,Number,26
Births,2008,Kilrush Town,35 - 39 years,Number,25
Births,2008,Kilrush Town,40 - 44 years,Number,6
Births,2008,Kilrush Town,45 years and over,Number,
Births,2008,Kilrush Town,Age not stated,Number,
Births,2008,Kilrush Town,All ages,Number,98
Births,2008,Shannon,Under 20 years,Number,
Births,2008,Shannon,20 - 24 years,Number,
Births,2008,Shannon,25 - 29 years,Number,
Births,2008,Shannon,30 - 34 years,Number,
Births,2008,Shannon,35 - 39 years,Number,
Births,2008,Shannon,40 - 44 years,Number,
Births,2008,Shannon,45 years and over,Number,
Births,2008,Shannon,Age not stated,Number,
Births,2008,Shannon,All ages,Number,
Births,2008,Kilkee,Under 20 years,Number,
Births,2008,Kilkee,20 - 24 years,Number,
Births,2008,Kilkee,25 - 29 years,Number,
Births,2008,Kilkee,30 - 34 years,Number,
Births,2008,Kilkee,35 - 39 years,Number,
Births,2008,Kilkee,40 - 44 years,Number,
Births,2008,Kilkee,45 years and over,Number,
Births,2008,Kilkee,Age not stated,Number,
Births,2008,Kilkee,All ages,Number,
Births,2008,Rest of Co. Clare,Under 20 years,Number,24
Births,2008,Rest of Co. Clare,20 - 24 years,Number,123
Births,2008,Rest of Co. Clare,25 - 29 years,Number,236
Births,2008,Rest of Co. Clare,30 - 34 years,Number,402
Births,2008,Rest of Co. Clare,35 - 39 years,Number,302
Births,2008,Rest of Co. Clare,40 - 44 years,Number,46
Births,2008,Rest of Co. Clare,45 years and over,Number,1
Births,2008,Rest of Co. Clare,Age not stated,Number,
Births,2008,Rest of Co. Clare,All ages,Number,1134
Births,2008,Cork City,Under 20 years,Number,76
Births,2008,Cork City,20 - 24 years,Number,288
Births,2008,Cork City,25 - 29 years,Number,425
Births,2008,Cork City,30 - 34 years,Number,481
Births,2008,Cork City,35 - 39 years,Number,286
Births,2008,Cork City,40 - 44 years,Number,51
Births,2008,Cork City,45 years and over,Number,3
Births,2008,Cork City,Age not stated,Number,
Births,2008,Cork City,All ages,Number,1610
Births,2008,Cork County,Under 20 years,Number,130
Births,2008,Cork County,20 - 24 years,Number,619
Births,2008,Cork County,25 - 29 years,Number,1493
Births,2008,Cork County,30 - 34 years,Number,2526
Births,2008,Cork County,35 - 39 years,Number,1712
Births,2008,Cork County,40 - 44 years,Number,302
Births,2008,Cork County,45 years and over,Number,14
Births,2008,Cork County,Age not stated,Number,4
Births,2008,Cork County,All ages,Number,6800
Births,2008,Cobh Town,Under 20 years,Number,13
Births,2008,Cobh Town,20 - 24 years,Number,40
Births,2008,Cobh Town,25 - 29 years,Number,73
Births,2008,Cobh Town,30 - 34 years,Number,79
Births,2008,Cobh Town,35 - 39 years,Number,50
Births,2008,Cobh Town,40 - 44 years,Number,4
Births,2008,Cobh Town,45 years and over,Number,
Births,2008,Cobh Town,Age not stated,Number,1
Births,2008,Cobh Town,All ages,Number,260
Births,2008,Fermoy Town,Under 20 years,Number,7
Births,2008,Fermoy Town,20 - 24 years,Number,17
Births,2008,Fermoy Town,25 - 29 years,Number,37
Births,2008,Fermoy Town,30 - 34 years,Number,58
Births,2008,Fermoy Town,35 - 39 years,Number,43
Births,2008,Fermoy Town,40 - 44 years,Number,11
Births,2008,Fermoy Town,45 years and over,Number,
Births,2008,Fermoy Town,Age not stated,Number,
Births,2008,Fermoy Town,All ages,Number,173
Births,2008,Kinsale Town,Under 20 years,Number,1
Births,2008,Kinsale Town,20 - 24 years,Number,9
Births,2008,Kinsale Town,25 - 29 years,Number,27
Births,2008,Kinsale Town,30 - 34 years,Number,63
Births,2008,Kinsale Town,35 - 39 years,Number,40
Births,2008,Kinsale Town,40 - 44 years,Number,10
Births,2008,Kinsale Town,45 years and over,Number,
Births,2008,Kinsale Town,Age not stated,Number,
Births,2008,Kinsale Town,All ages,Number,150
Births,2008,Midleton Town,Under 20 years,Number,5
Births,2008,Midleton Town,20 - 24 years,Number,37
Births,2008,Midleton Town,25 - 29 years,Number,72
Births,2008,Midleton Town,30 - 34 years,Number,117
Births,2008,Midleton Town,35 - 39 years,Number,72
Births,2008,Midleton Town,40 - 44 years,Number,10
Births,2008,Midleton Town,45 years and over,Number,
Births,2008,Midleton Town,Age not stated,Number,
Births,2008,Midleton Town,All ages,Number,313
Births,2008,Youghal Town,Under 20 years,Number,9
Births,2008,Youghal Town,20 - 24 years,Number,19
Births,2008,Youghal Town,25 - 29 years,Number,46
Births,2008,Youghal Town,30 - 34 years,Number,47
Births,2008,Youghal Town,35 - 39 years,Number,34
Births,2008,Youghal Town,40 - 44 years,Number,4
Births,2008,Youghal Town,45 years and over,Number,
Births,2008,Youghal Town,Age not stated,Number,
Births,2008,Youghal Town,All ages,Number,159
Births,2008,Clonakilty Town,Under 20 years,Number,4
Births,2008,Clonakilty Town,20 - 24 years,Number,19
Births,2008,Clonakilty Town,25 - 29 years,Number,28
Births,2008,Clonakilty Town,30 - 34 years,Number,42
Births,2008,Clonakilty Town,35 - 39 years,Number,46
Births,2008,Clonakilty Town,40 - 44 years,Number,14
Births,2008,Clonakilty Town,45 years and over,Number,1
Births,2008,Clonakilty Town,Age not stated,Number,
Births,2008,Clonakilty Town,All ages,Number,154
Births,2008,Skibbereen Town,Under 20 years,Number,5
Births,2008,Skibbereen Town,20 - 24 years,Number,8
Births,2008,Skibbereen Town,25 - 29 years,Number,16
Births,2008,Skibbereen Town,30 - 34 years,Number,38
Births,2008,Skibbereen Town,35 - 39 years,Number,29
Births,2008,Skibbereen Town,40 - 44 years,Number,3
Births,2008,Skibbereen Town,45 years and over,Number,1
Births,2008,Skibbereen Town,Age not stated,Number,
Births,2008,Skibbereen Town,All ages,Number,100
Births,2008,Macroom Town,Under 20 years,Number,3
Births,2008,Macroom Town,20 - 24 years,Number,17
Births,2008,Macroom Town,25 - 29 years,Number,35
Births,2008,Macroom Town,30 - 34 years,Number,50
Births,2008,Macroom Town,35 - 39 years,Number,32
Births,2008,Macroom Town,40 - 44 years,Number,4
Births,2008,Macroom Town,45 years and over,Number,
Births,2008,Macroom Town,Age not stated,Number,
Births,2008,Macroom Town,All ages,Number,141
Births,2008,Mallow Town,Under 20 years,Number,14
Births,2008,Mallow Town,20 - 24 years,Number,63
Births,2008,Mallow Town,25 - 29 years,Number,119
Births,2008,Mallow Town,30 - 34 years,Number,186
Births,2008,Mallow Town,35 - 39 years,Number,118
Births,2008,Mallow Town,40 - 44 years,Number,16
Births,2008,Mallow Town,45 years and over,Number,3
Births,2008,Mallow Town,Age not stated,Number,
Births,2008,Mallow Town,All ages,Number,519
Births,2008,Rest of Co. Cork,Under 20 years,Number,69
Births,2008,Rest of Co. Cork,20 - 24 years,Number,390
Births,2008,Rest of Co. Cork,25 - 29 years,Number,1040
Births,2008,Rest of Co. Cork,30 - 34 years,Number,1846
Births,2008,Rest of Co. Cork,35 - 39 years,Number,1248
Births,2008,Rest of Co. Cork,40 - 44 years,Number,226
Births,2008,Rest of Co. Cork,45 years and over,Number,9
Births,2008,Rest of Co. Cork,Age not stated,Number,3
Births,2008,Rest of Co. Cork,All ages,Number,4831
Births,2008,Passage West,Under 20 years,Number,
Births,2008,Passage West,20 - 24 years,Number,
Births,2008,Passage West,25 - 29 years,Number,
Births,2008,Passage West,30 - 34 years,Number,
Births,2008,Passage West,35 - 39 years,Number,
Births,2008,Passage West,40 - 44 years,Number,
Births,2008,Passage West,45 years and over,Number,
Births,2008,Passage West,Age not stated,Number,
Births,2008,Passage West,All ages,Number,
Births,2008,Bandon,Under 20 years,Number,
Births,2008,Bandon,20 - 24 years,Number,
Births,2008,Bandon,25 - 29 years,Number,
Births,2008,Bandon,30 - 34 years,Number,
Births,2008,Bandon,35 - 39 years,Number,
Births,2008,Bandon,40 - 44 years,Number,
Births,2008,Bandon,45 years and over,Number,
Births,2008,Bandon,Age not stated,Number,
Births,2008,Bandon,All ages,Number,
Births,2008,Bantry,Under 20 years,Number,
Births,2008,Bantry,20 - 24 years,Number,
Births,2008,Bantry,25 - 29 years,Number,
Births,2008,Bantry,30 - 34 years,Number,
Births,2008,Bantry,35 - 39 years,Number,
Births,2008,Bantry,40 - 44 years,Number,
Births,2008,Bantry,45 years and over,Number,
Births,2008,Bantry,Age not stated,Number,
Births,2008,Bantry,All ages,Number,
Births,2008,Kerry,Under 20 years,Number,56
Births,2008,Kerry,20 - 24 years,Number,245
Births,2008,Kerry,25 - 29 years,Number,436
Births,2008,Kerry,30 - 34 years,Number,722
Births,2008,Kerry,35 - 39 years,Number,484
Births,2008,Kerry,40 - 44 years,Number,117
Births,2008,Kerry,45 years and over,Number,3
Births,2008,Kerry,Age not stated,Number,1
Births,2008,Kerry,All ages,Number,2064
Births,2008,Killarney Town,Under 20 years,Number,6
Births,2008,Killarney Town,20 - 24 years,Number,40
Births,2008,Killarney Town,25 - 29 years,Number,71
Births,2008,Killarney Town,30 - 34 years,Number,98
Births,2008,Killarney Town,35 - 39 years,Number,71
Births,2008,Killarney Town,40 - 44 years,Number,18
Births,2008,Killarney Town,45 years and over,Number,1
Births,2008,Killarney Town,Age not stated,Number,
Births,2008,Killarney Town,All ages,Number,305
Births,2008,Listowel Town,Under 20 years,Number,7
Births,2008,Listowel Town,20 - 24 years,Number,20
Births,2008,Listowel Town,25 - 29 years,Number,22
Births,2008,Listowel Town,30 - 34 years,Number,27
Births,2008,Listowel Town,35 - 39 years,Number,18
Births,2008,Listowel Town,40 - 44 years,Number,9
Births,2008,Listowel Town,45 years and over,Number,
Births,2008,Listowel Town,Age not stated,Number,
Births,2008,Listowel Town,All ages,Number,103
Births,2008,Tralee Town,Under 20 years,Number,7
Births,2008,Tralee Town,20 - 24 years,Number,51
Births,2008,Tralee Town,25 - 29 years,Number,63
Births,2008,Tralee Town,30 - 34 years,Number,55
Births,2008,Tralee Town,35 - 39 years,Number,38
Births,2008,Tralee Town,40 - 44 years,Number,11
Births,2008,Tralee Town,45 years and over,Number,
Births,2008,Tralee Town,Age not stated,Number,
Births,2008,Tralee Town,All ages,Number,225
Births,2008,Rest of Co. Kerry,Under 20 years,Number,36
Births,2008,Rest of Co. Kerry,20 - 24 years,Number,134
Births,2008,Rest of Co. Kerry,25 - 29 years,Number,280
Births,2008,Rest of Co. Kerry,30 - 34 years,Number,542
Births,2008,Rest of Co. Kerry,35 - 39 years,Number,357
Births,2008,Rest of Co. Kerry,40 - 44 years,Number,79
Births,2008,Rest of Co. Kerry,45 years and over,Number,2
Births,2008,Rest of Co. Kerry,Age not stated,Number,1
Births,2008,Rest of Co. Kerry,All ages,Number,1431
Births,2008,Limerick City,Under 20 years,Number,62
Births,2008,Limerick City,20 - 24 years,Number,206
Births,2008,Limerick City,25 - 29 years,Number,297
Births,2008,Limerick City,30 - 34 years,Number,213
Births,2008,Limerick City,35 - 39 years,Number,138
Births,2008,Limerick City,40 - 44 years,Number,18
Births,2008,Limerick City,45 years and over,Number,1
Births,2008,Limerick City,Age not stated,Number,
Births,2008,Limerick City,All ages,Number,935
Births,2008,Limerick County,Under 20 years,Number,56
Births,2008,Limerick County,20 - 24 years,Number,251
Births,2008,Limerick County,25 - 29 years,Number,529
Births,2008,Limerick County,30 - 34 years,Number,764
Births,2008,Limerick County,35 - 39 years,Number,535
Births,2008,Limerick County,40 - 44 years,Number,74
Births,2008,Limerick County,45 years and over,Number,3
Births,2008,Limerick County,Age not stated,Number,1
Births,2008,Limerick County,All ages,Number,2213
Births,2008,North Tipperary,Under 20 years,Number,40
Births,2008,North Tipperary,20 - 24 years,Number,163
Births,2008,North Tipperary,25 - 29 years,Number,286
Births,2008,North Tipperary,30 - 34 years,Number,408
Births,2008,North Tipperary,35 - 39 years,Number,294
Births,2008,North Tipperary,40 - 44 years,Number,64
Births,2008,North Tipperary,45 years and over,Number,1
Births,2008,North Tipperary,Age not stated,Number,1
Births,2008,North Tipperary,All ages,Number,1257
Births,2008,Nenagh Town,Under 20 years,Number,10
Births,2008,Nenagh Town,20 - 24 years,Number,47
Births,2008,Nenagh Town,25 - 29 years,Number,72
Births,2008,Nenagh Town,30 - 34 years,Number,96
Births,2008,Nenagh Town,35 - 39 years,Number,63
Births,2008,Nenagh Town,40 - 44 years,Number,19
Births,2008,Nenagh Town,45 years and over,Number,1
Births,2008,Nenagh Town,Age not stated,Number,1
Births,2008,Nenagh Town,All ages,Number,309
Births,2008,Templemore Town,Under 20 years,Number,4
Births,2008,Templemore Town,20 - 24 years,Number,12
Births,2008,Templemore Town,25 - 29 years,Number,8
Births,2008,Templemore Town,30 - 34 years,Number,8
Births,2008,Templemore Town,35 - 39 years,Number,15
Births,2008,Templemore Town,40 - 44 years,Number,1
Births,2008,Templemore Town,45 years and over,Number,
Births,2008,Templemore Town,Age not stated,Number,
Births,2008,Templemore Town,All ages,Number,48
Births,2008,Thurles Town,Under 20 years,Number,7
Births,2008,Thurles Town,20 - 24 years,Number,37
Births,2008,Thurles Town,25 - 29 years,Number,37
Births,2008,Thurles Town,30 - 34 years,Number,61
Births,2008,Thurles Town,35 - 39 years,Number,39
Births,2008,Thurles Town,40 - 44 years,Number,11
Births,2008,Thurles Town,45 years and over,Number,
Births,2008,Thurles Town,Age not stated,Number,
Births,2008,Thurles Town,All ages,Number,192
Births,2008,Rest of North Tipperary,Under 20 years,Number,19
Births,2008,Rest of North Tipperary,20 - 24 years,Number,67
Births,2008,Rest of North Tipperary,25 - 29 years,Number,169
Births,2008,Rest of North Tipperary,30 - 34 years,Number,243
Births,2008,Rest of North Tipperary,35 - 39 years,Number,177
Births,2008,Rest of North Tipperary,40 - 44 years,Number,33
Births,2008,Rest of North Tipperary,45 years and over,Number,
Births,2008,Rest of North Tipperary,Age not stated,Number,
Births,2008,Rest of North Tipperary,All ages,Number,708
Births,2008,South Tipperary,Under 20 years,Number,41
Births,2008,South Tipperary,20 - 24 years,Number,200
Births,2008,South Tipperary,25 - 29 years,Number,292
Births,2008,South Tipperary,30 - 34 years,Number,430
Births,2008,South Tipperary,35 - 39 years,Number,232
Births,2008,South Tipperary,40 - 44 years,Number,43
Births,2008,South Tipperary,45 years and over,Number,3
Births,2008,South Tipperary,Age not stated,Number,
Births,2008,South Tipperary,All ages,Number,1241
Births,2008,Carrick-on-Suir Town,Under 20 years,Number,3
Births,2008,Carrick-on-Suir Town,20 - 24 years,Number,17
Births,2008,Carrick-on-Suir Town,25 - 29 years,Number,27
Births,2008,Carrick-on-Suir Town,30 - 34 years,Number,43
Births,2008,Carrick-on-Suir Town,35 - 39 years,Number,24
Births,2008,Carrick-on-Suir Town,40 - 44 years,Number,7
Births,2008,Carrick-on-Suir Town,45 years and over,Number,
Births,2008,Carrick-on-Suir Town,Age not stated,Number,
Births,2008,Carrick-on-Suir Town,All ages,Number,121
Births,2008,Cashel Town,Under 20 years,Number,4
Births,2008,Cashel Town,20 - 24 years,Number,25
Births,2008,Cashel Town,25 - 29 years,Number,18
Births,2008,Cashel Town,30 - 34 years,Number,32
Births,2008,Cashel Town,35 - 39 years,Number,19
Births,2008,Cashel Town,40 - 44 years,Number,4
Births,2008,Cashel Town,45 years and over,Number,
Births,2008,Cashel Town,Age not stated,Number,
Births,2008,Cashel Town,All ages,Number,102
Births,2008,Clonmel Borough,Under 20 years,Number,15
Births,2008,Clonmel Borough,20 - 24 years,Number,52
Births,2008,Clonmel Borough,25 - 29 years,Number,66
Births,2008,Clonmel Borough,30 - 34 years,Number,78
